Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,CustomerID,Frequency,Monetary
78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,3,11,0,63,2798,0,1,0,0,0,0,0,1,0,0,2092,2031,1,340,22,2153
60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,3,11,1,64,2687,0,0,1,0,0,0,0,1,0,0,795,633,0,261,23,957
65665.0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,44,2368,0,1,0,0,0,0,0,1,0,0,916,887,0,480,24,945
66951.0,0,0,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,3,11,0,32,2398,0,0,1,0,0,0,0,1,0,0,993,869,0,156,15,1117
74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,3,11,0,65,2394,0,0,0,1,0,1,0,0,0,0,783,746,0,1235,26,820
76467.0,1,0,44,676,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,0,3,11,1,50,2840,0,0,1,0,0,0,0,1,0,0,1517,1459,0,1869,14,1575
83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,45,2423,1,0,0,0,0,0,0,1,0,0,1835,1808,3,1040,17,1862
69627.0,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,3,11,0,58,2628,0,0,1,0,0,0,0,1,0,0,808,755,0,1273,23,861
65492.0,0,0,73,247,161,295,210,85,47,2,4,7,13,2,0,0,0,0,0,0,3,11,0,61,2313,0,1,0,0,0,0,0,1,0,0,998,951,0,1389,26,1045
75794.0,0,0,33,754,160,625,63,32,48,1,7,5,12,3,0,0,0,1,0,0,3,11,0,33,2346,0,1,0,0,0,0,0,1,0,0,1634,1586,1,1469,25,1682
66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,50,2814,0,0,0,0,1,0,0,1,0,0,888,747,0,637,17,1029
71128.0,1,0,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,3,11,0,47,2790,1,0,0,0,0,0,0,1,0,0,1584,1553,0,1877,27,1615
61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,56,2845,0,0,1,0,0,0,0,1,0,0,1775,1655,0,502,17,1895
60934.0,0,1,41,224,155,155,192,93,54,2,6,4,11,4,0,0,0,0,0,0,3,11,0,45,2322,0,0,0,1,0,0,0,1,0,0,819,765,0,1967,23,873
61416.0,0,0,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,3,11,0,38,2665,0,0,0,1,0,0,0,1,0,0,1587,1509,1,1860,24,1665
73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,3,11,1,30,2372,0,1,0,0,0,0,0,1,0,0,1446,1265,1,228,22,1627
88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,3,11,0,31,2217,0,0,0,1,0,0,0,0,1,0,1916,1763,3,1729,20,2069
75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,3,11,1,52,2729,1,0,0,0,0,0,0,1,0,0,1412,1382,3,317,22,1442
81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,40,2537,0,0,1,0,0,0,0,1,0,0,1534,1496,0,535,19,1572
74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,3,11,0,27,2215,0,0,1,0,0,0,0,1,0,0,1046,965,0,370,16,1127
76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,53,2293,1,0,0,0,0,0,0,1,0,0,1032,1002,1,511,16,1062
32632.0,0,0,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,3,11,0,57,2855,0,1,0,0,0,1,0,0,0,0,523,470,0,1802,18,576
77343.0,0,0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,3,11,0,55,2179,0,1,0,0,0,0,0,1,0,0,1103,1072,0,1351,17,1134
74485.0,0,0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,3,11,0,73,2468,0,0,0,1,0,0,0,1,0,0,1685,1636,0,1793,26,1734
102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,3,11,1,46,2609,1,0,0,0,0,0,0,1,0,0,964,816,4,237,29,1112
82716.0,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,3,11,0,76,2395,0,0,1,0,0,0,0,0,0,1,1145,1123,0,761,28,1167
82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,3,11,0,54,2268,0,0,0,1,0,0,0,1,0,0,1349,1242,1,1594,21,1456
80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,3,11,0,59,2617,0,1,0,0,0,0,0,0,1,0,1150,1087,1,288,23,1213
83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,48,2663,0,1,0,0,0,0,0,0,1,0,2136,1926,3,1213,23,2346
90000.0,0,0,91,675,144,133,94,192,241,1,4,8,5,1,1,0,1,1,0,0,3,11,0,36,2347,0,1,0,0,0,0,0,1,0,0,1238,997,3,1963,18,1479
94642.0,0,0,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,3,11,0,69,2296,0,1,0,0,0,0,0,1,0,0,2068,1925,2,1807,21,2211
67716.0,0,1,8,530,142,217,62,9,56,4,7,4,13,5,0,1,0,0,0,0,3,11,0,60,2694,0,1,0,0,0,0,0,1,0,0,960,904,1,1978,28,1016
82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,3,11,1,43,2270,0,0,0,1,0,1,0,0,0,0,2074,1891,3,1708,22,2257
75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,44,2314,1,0,0,0,0,0,0,0,1,0,876,725,0,687,23,1027
59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,59,2817,0,0,0,0,1,1,0,0,0,0,1006,940,0,1131,27,1072
57136.0,0,0,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,0,3,11,1,53,2566,1,0,0,0,0,0,0,1,0,0,1052,925,0,1518,20,1179
61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,61,2719,1,0,0,0,0,0,0,1,0,0,671,612,0,483,25,730
75922.0,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,3,11,0,52,2361,0,0,1,0,0,0,0,1,0,0,1203,1111,0,187,18,1295
80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,3,11,0,49,2782,0,0,0,1,0,0,0,0,1,0,1549,1534,0,923,24,1564
64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,3,11,0,52,2782,0,1,0,0,0,0,0,1,0,0,1308,1278,0,1633,24,1338
78331.0,0,1,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,3,11,0,62,2316,1,0,0,0,0,0,0,1,0,0,1577,1516,0,849,25,1638
72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,3,11,1,35,2402,0,0,1,0,0,0,0,1,0,0,1974,1935,3,1072,21,2013
92910.0,0,0,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,3,11,0,34,2225,0,1,0,0,0,0,0,1,0,0,1762,1729,3,403,27,1795
84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,3,11,0,32,2306,0,1,0,0,0,0,0,1,0,0,1153,1108,0,919,18,1198
80982.0,1,1,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,3,11,0,61,2696,0,0,1,0,0,0,0,1,0,0,1169,1147,0,1755,30,1191
67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,3,11,0,32,2826,0,1,0,0,0,0,0,0,0,1,1954,1782,0,233,20,2126
68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,53,2827,1,0,0,0,0,0,0,1,0,0,1959,1844,0,645,30,2074
90300.0,0,0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,3,11,0,41,2336,0,0,0,1,0,0,0,1,0,0,1681,1624,1,368,19,1738
80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,76,2279,0,1,0,0,0,0,0,0,1,0,1902,1902,2,493,20,1902
62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,51,2848,0,0,0,1,0,0,0,1,0,0,1241,1144,0,698,20,1338
79607.0,0,0,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,3,11,1,36,2593,0,0,1,0,0,0,0,1,0,0,1707,1491,0,117,16,1923
41003.0,0,0,11,123,133,142,71,44,88,1,6,2,8,6,0,0,0,0,0,0,3,11,0,57,2628,1,0,0,0,0,0,0,0,0,1,513,425,0,1500,17,601
80144.0,0,0,47,240,132,445,250,192,108,1,3,7,8,1,0,0,0,0,0,0,3,11,0,45,2431,0,0,0,1,0,0,0,1,0,0,1259,1151,0,1902,19,1367
81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,3,11,0,68,2770,0,1,0,0,0,0,0,1,0,0,1294,1206,0,1605,23,1382
62335.0,0,1,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,3,11,0,68,2561,1,0,0,0,0,0,0,1,0,0,682,656,0,1559,21,708
71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,3,11,1,62,2263,0,0,1,0,0,0,0,0,0,1,1149,1106,0,1030,17,1192
62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,50,2324,0,1,0,0,0,1,0,0,0,0,806,723,0,537,26,889
79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,38,2609,0,1,0,0,0,0,0,1,0,0,1661,1550,1,531,19,1772
77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,3,11,0,39,2219,0,0,0,1,0,0,0,0,1,0,803,788,0,262,12,818
90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,3,11,1,29,2356,0,0,1,0,0,0,0,1,0,0,1880,1769,3,1585,19,1991
61014.0,0,1,17,269,129,495,182,43,29,4,9,3,4,7,0,0,0,0,0,0,3,11,0,40,2846,0,1,0,0,0,0,0,1,0,0,1118,1089,0,1997,20,1147
80695.0,0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,3,11,0,57,2341,0,0,1,0,0,0,0,1,0,0,1900,1882,0,1276,19,1918
82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,3,11,0,40,2765,0,1,0,0,0,0,0,1,0,0,1716,1513,1,275,19,1919
69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,55,2390,0,0,1,0,0,0,0,0,1,0,1313,1148,0,565,20,1478
79419.0,0,0,96,751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,3,11,0,50,2166,0,0,0,1,0,0,0,0,1,0,1600,1569,0,1380,15,1631
61064.0,0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,3,11,0,44,2826,0,1,0,0,0,0,0,1,0,0,900,720,0,1564,28,1080
68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0,56,2828,0,0,0,1,0,0,0,1,0,0,1422,1385,0,1087,24,1459
73807.0,0,1,88,366,124,156,71,78,54,2,5,5,11,2,0,0,0,0,0,0,3,11,0,42,2702,0,1,0,0,0,0,0,1,0,0,795,741,0,1995,23,849
63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,3,11,0,75,2395,0,0,0,0,1,0,0,1,0,0,969,835,0,1080,25,1103
71391.0,0,1,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,3,11,0,64,2616,0,1,0,0,0,0,0,1,0,0,902,761,0,791,28,1043
71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,42,2268,0,1,0,0,0,0,0,1,0,0,591,568,0,664,20,614
78353.0,0,1,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,3,11,0,61,2598,1,0,0,0,0,1,0,0,0,0,1542,1508,0,781,24,1576
34445.0,0,0,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,3,11,0,39,2677,0,1,0,0,0,0,1,0,0,0,809,779,0,1836,27,839
90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0,29,2295,0,0,1,0,0,0,0,0,1,0,2429,2333,1,1113,18,2525
69520.0,0,0,95,627,120,414,121,80,93,1,9,6,5,5,0,0,0,0,0,0,3,11,0,37,2516,0,1,0,0,0,0,0,1,0,0,1362,1269,0,1887,21,1455
82582.0,0,0,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,3,11,1,43,2181,1,0,0,0,0,0,0,1,0,0,1376,1135,2,50,21,1617
77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,3,11,0,48,2558,0,1,0,0,0,0,0,1,0,0,604,544,0,1616,21,664
90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,1,29,2295,0,0,1,0,0,0,0,0,1,0,2429,2333,1,1454,18,2525
83528.0,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,3,11,1,28,2218,0,0,1,0,0,0,0,1,0,0,1503,1356,2,1008,23,1650
70440.0,0,0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,3,11,0,42,2423,0,0,0,1,0,0,0,1,0,0,1484,1396,1,1545,23,1572
78939.0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,3,11,0,69,2358,0,1,0,0,0,0,0,0,0,1,1302,1097,0,729,20,1507
77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,3,11,0,41,2398,0,0,0,1,0,0,0,1,0,0,890,811,0,101,24,969
55434.0,1,0,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0,3,11,0,36,2426,0,1,0,0,0,0,0,1,0,0,806,730,0,1490,24,882
91065.0,0,0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,3,11,1,39,2651,0,0,1,0,0,0,0,1,0,0,1360,1246,2,396,26,1474
64961.0,0,1,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,3,11,0,62,2712,0,0,0,1,0,0,0,1,0,0,971,933,0,226,16,1009
72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,3,11,0,62,2318,0,1,0,0,0,0,0,1,0,0,1312,1109,1,1716,20,1515
70924.0,0,0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,55,2242,0,1,0,0,0,1,0,0,0,0,1287,1211,1,960,20,1363
70713.0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,3,11,0,54,2732,0,0,0,1,0,0,0,1,0,0,1287,1097,0,1012,25,1477
73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,73,2461,0,0,0,1,0,0,0,0,0,1,1024,953,0,624,26,1095
52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,49,2705,0,1,0,0,0,0,0,1,0,0,669,544,0,1214,21,794
68281.0,0,0,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,0,3,11,1,62,2850,0,0,1,0,0,0,0,1,0,0,1614,1573,0,1837,25,1655
75251.0,0,0,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,3,11,1,48,2830,0,1,0,0,0,0,0,0,1,0,1872,1854,0,71,19,1890
74116.0,0,0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,3,11,0,38,2340,0,0,1,0,0,1,0,0,0,0,1886,1720,1,878,19,2052
87188.0,0,0,73,910,111,724,49,74,55,1,10,2,6,3,0,0,0,0,0,0,3,11,1,37,2550,0,0,1,0,0,0,0,0,0,1,1868,1813,0,1410,19,1923
75903.0,0,1,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,3,11,0,69,2606,0,1,0,0,0,0,0,1,0,0,801,701,0,1764,23,901
71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,38,2576,0,0,0,1,0,0,0,1,0,0,1117,1085,0,1257,17,1149
90226.0,0,0,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,3,11,0,64,2800,0,1,0,0,0,0,0,0,1,0,2244,2136,1,1478,24,2352
66294.0,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,3,11,0,55,2263,0,0,1,0,0,0,0,1,0,0,850,733,0,1021,13,967
69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,50,2381,0,1,0,0,0,0,0,0,0,1,1556,1526,0,600,25,1586
78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,3,11,0,32,2403,0,1,0,0,0,0,0,0,1,0,1387,1347,0,720,21,1427
86610.0,0,0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,3,11,0,69,2456,0,0,0,1,0,0,0,1,0,0,1550,1497,0,1537,18,1603
70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,3,11,1,36,2781,0,1,0,0,0,0,0,0,0,1,1795,1762,0,1719,18,1828
54753.0,0,1,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,3,11,0,61,2449,0,0,0,1,0,0,0,1,0,0,597,466,0,914,21,728
65031.0,0,1,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,3,11,0,61,2628,0,1,0,0,0,0,0,1,0,0,777,691,0,67,30,863
76445.0,1,0,2,739,107,309,140,80,35,1,2,5,13,6,0,0,0,0,0,0,3,11,0,49,2798,0,1,0,0,0,0,0,1,0,0,1375,1340,0,1475,21,1410
52413.0,0,2,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,3,11,0,51,2671,0,1,0,0,0,0,0,1,0,0,845,780,0,98,26,910
76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,58,2195,0,0,1,0,0,0,0,1,0,0,833,767,1,1170,23,899
73448.0,0,0,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,3,11,0,51,2298,0,1,0,0,0,0,0,1,0,0,595,465,0,122,19,725
75276.0,0,0,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,3,11,0,55,2799,0,0,0,1,0,0,0,1,0,0,1019,998,0,379,23,1040
77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,73,2635,0,0,0,1,0,0,0,0,1,0,2105,1958,2,612,13,2252
75825.0,0,0,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,3,11,1,44,2784,0,0,1,0,0,0,0,1,0,0,2158,2107,1,72,22,2209
56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,46,2730,0,0,0,1,0,0,0,1,0,0,1011,1002,0,1093,15,1020
72335.0,0,0,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,3,11,1,44,2844,0,0,0,1,0,0,0,0,0,1,2092,2092,0,1782,23,2092
84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,3,11,1,50,2172,1,0,0,0,0,0,0,1,0,0,972,754,0,327,15,1190
46772.0,0,1,88,350,104,189,197,151,57,6,11,8,5,8,1,0,0,0,0,0,3,11,0,45,2758,0,0,0,1,0,1,0,0,0,0,991,934,1,1400,30,1048
58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0,61,2679,0,1,0,0,0,0,0,1,0,0,674,590,0,1133,22,758
